 2023-Mar-31 00:00,*,m, 12 35 39.98, -03 53 40.1,
 2023-Apr-01 00:00,*,m, 12 39 21.99, -04 17 15.6,
 2023-Apr-02 00:00,*,m, 12 43 05.39, -04 40 57.6,
 2023-Apr-03 00:00,*,m, 12 46 50.01, -05 04 44.3,
 2023-Apr-04 00:00,*, , 12 50 35.69, -05 28 33.8,
 2023-Apr-05 00:00,*, , 12 54 22.18, -05 52 23.6,
 2023-Apr-06 00:00,*, , 12 58 09.24, -06 16 11.1,
 2023-Apr-07 00:00,*, , 13 01 56.57, -06 39 53.2,
 2023-Apr-08 00:00,*, , 13 05 43.83, -07 03 26.9,
 2023-Apr-09 00:00,*, , 13 09 30.72, -07 26 48.9,
 2023-Apr-10 00:00,*, , 13 13 16.90, -07 49 56.0,
 2023-Apr-11 00:00,*, , 13 17 02.07, -08 12 45.4,
 2023-Apr-12 00:00,*, , 13 20 45.99, -08 35 14.6,
 2023-Apr-13 00:00,*, , 13 24 28.47, -08 57 21.7,
 2023-Apr-14 00:00,*, , 13 28 09.40, -09 19 05.5,
 2023-Apr-15 00:00,*, , 13 31 48.79, -09 40 25.6,
 2023-Apr-16 00:00,*, , 13 35 26.73, -10 01 22.7,
 2023-Apr-17 00:00,*, , 13 39 03.43, -10 21 58.0,
 2023-Apr-18 00:00,*,m, 13 42 39.20, -10 42 13.6,
 2023-Apr-19 00:00,*,m, 13 46 14.41, -11 02 12.2,
 2023-Apr-20 00:00,*,m, 13 49 49.49, -11 21 56.7,
 2023-Apr-21 00:00,*,m, 13 53 24.88, -11 41 30.2,
 2023-Apr-22 00:00,*,m, 13 57 01.00, -12 00 55.3,
 2023-Apr-23 00:00,*,m, 14 00 38.22, -12 20 14.5,
 2023-Apr-24 00:00,*,m, 14 04 16.87, -12 39 29.6,
 2023-Apr-25 00:00,*,m, 14 07 57.20, -12 58 41.8,
 2023-Apr-26 00:00,*,m, 14 11 39.39, -13 17 51.8,
 2023-Apr-27 00:00,*,m, 14 15 23.59, -13 37 00.1,
 2023-Apr-28 00:00,*,m, 14 19 09.87, -13 56 06.3,
 2023-Apr-29 00:00,*,m, 14 22 58.28, -14 15 09.9,
 2023-Apr-30 00:00,*,m, 14 26 48.80, -14 34 10.1,
 2023-May-01 00:00,*,m, 14 30 41.37, -14 53 05.6,
 2023-May-02 00:00,*,m, 14 34 35.89, -15 11 54.8,
 2023-May-03 00:00,*, , 14 38 32.19, -15 30 35.8,
 2023-May-04 00:00,*, , 14 42 30.06, -15 49 06.5,
 2023-May-05 00:00,*, , 14 46 29.20, -16 07 24.2,
 2023-May-06 00:00,*, , 14 50 29.27, -16 25 26.2,
 2023-May-07 00:00,*, , 14 54 29.88, -16 43 09.6,
 2023-May-08 00:00,*, , 14 58 30.60, -17 00 31.5,
 2023-May-09 00:00,*, , 15 02 31.02, -17 17 29.2,
 2023-May-10 00:00,*, , 15 06 30.72, -17 34 00.5,
 2023-May-11 00:00,*, , 15 10 29.38, -17 50 03.6,
 2023-May-12 00:00,*, , 15 14 26.74, -18 05 37.5,
 2023-May-13 00:00,*, , 15 18 22.65, -18 20 41.8,
 2023-May-14 00:00,*, , 15 22 17.07, -18 35 16.9,
 2023-May-15 00:00,*, , 15 26 10.09, -18 49 23.8,
 2023-May-16 00:00,*, , 15 30 01.89, -19 03 03.9,
 2023-May-17 00:00,*,m, 15 33 52.74, -19 16 19.3,
 2023-May-18 00:00,*,m, 15 37 42.99, -19 29 11.8,
 2023-May-19 00:00,*,m, 15 41 33.03, -19 41 43.7,
 2023-May-20 00:00,*,m, 15 45 23.28, -19 53 57.0,
 2023-May-21 00:00,*,m, 15 49 14.14, -20 05 53.3,
 2023-May-22 00:00,*,m, 15 53 06.00, -20 17 34.2,
 2023-May-23 00:00,*,m, 15 56 59.18, -20 29 00.7,
 2023-May-24 00:00,*,m, 16 00 53.98, -20 40 13.4,
 2023-May-25 00:00,*,m, 16 04 50.64, -20 51 12.6,
